source_row,pickup_datetime,pickup_longitude,pickup_latitude,x_km,y_km,fare_amount,passenger_count,dropoff_longitude,dropoff_latitude
88550,2014-01-13 11:44:29+00:00,-73.977268000,40.754145000,1.332828059,1.968445385,3.000000000,1,-73.977255000,40.754471000
96946,2014-01-29 08:41:57+00:00,-73.870849000,40.773819000,10.288133433,4.262560666,43.500000000,1,-73.982157000,40.670160000
88009,2014-08-28 21:11:36+00:00,-73.988797000,40.756922000,0.356052484,2.265434793,6.000000000,1,-73.978046000,40.763667000
125828,2014-01-28 19:51:37+00:00,-73.975412000,40.762650000,1.478479123,2.914391528,8.000000000,1,-73.962658000,40.768299000
115257,2014-06-09 18:27:13+00:00,-73.990322000,40.728949000,0.263042578,-0.841249388,8.000000000,2,-73.983212000,40.743952000
9424,2014-06-01 23:39:00+00:00,-74.000488000,40.732462000,-0.599885741,-0.461104755,4.000000000,2,-73.996020000,40.738617000
172115,2014-04-30 00:39:04+00:00,-74.014127000,40.714089000,-1.728700628,-2.513651476,5.000000000,1,-74.003715000,40.716034000
52764,2014-05-03 15:20:37+00:00,-73.981708000,40.774515000,0.931780967,4.225310814,9.000000000,1,0.000000000,0.000000000
42794,2014-04-02 06:58:00+00:00,-73.994210000,40.751140000,-0.093511964,1.618339469,15.000000000,5,-73.952590000,40.789440000
1565,2014-09-09 07:35:13+00:00,-73.978731000,40.753432000,1.210249586,1.887858892,9.000000000,1,-73.995880000,40.764228000
70192,2014-01-16 23:24:00+00:00,-73.789857000,40.643685000,17.322156176,-10.092166919,23.500000000,1,-73.884187000,40.681875000
31759,2014-02-04 10:16:51+00:00,-74.014477000,40.703708000,-1.745334628,-3.666340197,19.000000000,1,-73.984846000,40.748637000
173443,2014-06-27 05:24:18+00:00,-73.983821000,40.762641000,0.768733232,2.905138515,20.000000000,1,-73.983751000,40.762559000
130268,2014-03-12 20:35:30+00:00,-74.010085000,40.712170000,-1.384888991,-2.722832734,4.000000000,1,-74.005263000,40.720166000
187184,2014-03-01 08:29:25+00:00,-73.955502000,40.785359000,3.128958100,5.455083455,9.500000000,1,-73.960093000,40.809770000
9250,2014-01-31 22:17:17+00:00,-73.992327000,40.715135000,0.111322330,-2.376641187,11.500000000,1,-74.012640000,40.701561000
123372,2014-01-02 06:47:00+00:00,-73.950820000,40.771012000,3.543055789,3.867167442,8.500000000,2,-73.973522000,40.759612000
55343,2014-04-19 07:44:26+00:00,-73.999067000,40.754950000,-0.508358781,2.036589509,4.500000000,1,-73.990240000,40.757439000
180924,2014-03-23 09:42:48+00:00,-73.984448000,40.759955000,0.719262544,2.606359697,23.000000000,4,-73.939722000,40.829860000
151594,2014-08-17 02:01:00+00:00,-73.992677000,40.741253000,0.048498206,0.522295920,10.500000000,1,-73.989065000,40.722925000
157620,2014-05-30 16:13:36+00:00,-73.982339000,40.769626000,0.884826952,3.681976240,31.500000000,2,-73.996651000,40.726975000
109159,2014-02-23 11:58:29+00:00,-73.948330000,40.776488000,3.745909329,4.477562909,16.500000000,2,-73.937517000,40.751527000
121069,2014-07-30 04:55:43+00:00,-73.968278000,40.799934000,2.031936378,7.060267447,5.500000000,1,-73.976870000,40.788133000
109072,2014-04-03 02:36:00+00:00,-73.984080000,40.743252000,0.771787936,0.752564232,20.000000000,5,-73.988642000,40.667772000
198473,2014-05-09 12:27:56+00:00,-73.988665000,40.722459000,0.411269001,-1.560073095,57.330000000,1,-73.782306000,40.648759000
153163,2014-02-24 12:46:00+00:00,-73.934217000,40.853370000,4.833087762,13.026512036,14.500000000,1,-73.961165000,40.806787000
155528,2014-04-07 17:48:02+00:00,-73.971906000,40.755183000,1.784112915,2.088959935,11.500000000,1,-73.986391000,40.746155000
66955,2014-05-03 22:54:44+00:00,-74.015692000,40.710657000,-1.856620165,-2.896108096,23.500000000,1,-73.950507000,40.771097000
92054,2014-09-13 10:13:00+00:00,-73.870960000,40.773842000,10.278733191,4.264993286,36.330000000,6,-73.984288000,40.759875000
135174,2014-04-20 02:50:20+00:00,-73.987057000,40.733508000,0.532923665,-0.331993159,12.500000000,1,-73.979636000,40.771296000
65647,2014-05-15 14:44:29+00:00,-73.984470000,40.748132000,0.732593000,1.293898313,4.500000000,1,-73.991361000,40.739103000
144918,2014-01-06 12:14:50+00:00,-73.872512000,40.774162000,10.147302119,4.298831360,2.500000000,1,0.000000000,0.000000000
179186,2014-04-01 22:39:19+00:00,-73.991387000,40.750102000,0.146127118,1.505848919,16.500000000,1,-73.989042000,40.695171000
193881,2014-01-25 12:55:00+00:00,-73.965663000,40.805687000,2.244996353,7.701497637,3.500000000,6,-73.963570000,40.808287000
46103,2014-02-06 23:36:00+00:00,-73.995888000,40.744257000,-0.226425954,0.852655058,9.000000000,1,-73.988077000,40.763117000
115911,2014-03-16 19:11:00+00:00,-73.986380000,40.751087000,0.567556948,1.620060793,8.500000000,5,-73.984542000,40.760817000
102763,2014-03-21 21:23:15+00:00,-74.002361000,40.729106000,-0.753813720,-0.835442528,7.000000000,1,-73.994205000,40.732261000
148204,2014-05-10 23:13:00+00:00,-74.012907000,40.717392000,-1.629773217,-2.145839634,6.500000000,1,-74.002757000,40.728537000
79142,2014-03-17 03:56:33+00:00,-73.986799000,40.760179000,0.520532478,2.628931337,6.500000000,2,-73.990359000,40.750880000
142194,2014-06-21 12:00:00+00:00,-73.994520000,40.736470000,-0.101027707,-0.010434649,6.500000000,1,-74.007800000,40.740550000
75347,2014-06-16 14:59:00+00:00,-73.925370000,40.762007000,5.703129277,2.893540018,4.000000000,5,-73.920930000,40.767457000
45914,2014-06-08 00:44:04+00:00,-73.998164000,40.713345000,-0.379430679,-2.580983062,12.500000000,1,-73.956656000,40.713015000
104410,2014-09-25 15:03:00+00:00,-73.871212000,40.773782000,10.257552420,4.258059099,37.330000000,2,-73.974808000,40.790622000
33760,2014-05-17 14:23:00+00:00,-73.985910000,40.740720000,0.620529931,0.469707609,23.000000000,1,-73.977282000,40.676418000
79039,2014-01-31 00:19:24+00:00,-74.002370000,40.714558000,-0.736227427,-2.450375986,4.500000000,1,-73.995072000,40.712246000
193883,2014-08-08 18:08:15+00:00,-73.985649000,40.739889000,0.643632677,0.377715330,12.000000000,2,-73.992435000,40.753875000
174302,2014-03-11 07:47:00+00:00,-73.967938000,40.792390000,2.070474913,6.223158985,11.500000000,2,-73.963352000,40.768850000
194219,2014-07-27 09:56:49+00:00,-73.984352000,40.764688000,0.721284115,3.131852004,42.000000000,1,-74.029082000,40.743701000
1953,2014-08-03 11:08:00+00:00,-73.976900000,40.775162000,1.336687954,4.301853930,7.000000000,1,-73.967568000,40.764467000
93940,2014-05-16 19:09:28+00:00,-74.015245000,40.715759000,-1.825211917,-2.329330075,10.000000000,1,-74.005018000,40.746448000
101744,2014-07-13 12:51:13+00:00,-74.003848000,40.722253000,-0.870756068,-1.597597302,9.500000000,1,-73.984111000,40.725349000
81189,2014-03-13 08:06:43+00:00,-73.993311000,40.728000000,0.011838040,-0.949493149,17.500000000,1,-73.982575000,40.769099000
22645,2014-05-13 22:49:00+00:00,-73.999820000,40.738457000,-0.551059741,0.205024131,18.500000000,3,-73.943858000,40.718195000
107532,2014-05-26 18:30:00+00:00,-73.949742000,40.772402000,3.632185270,4.022556967,16.500000000,2,-73.997687000,40.745007000
132011,2014-01-21 21:19:16+00:00,-73.982007000,40.768673000,0.914073852,3.576511028,12.500000000,1,-73.971772000,40.797379000
117482,2014-01-02 15:08:00+00:00,-73.862705000,40.768495000,10.983074350,3.680430938,51.830000000,6,-74.010010000,40.721137000
155652,2014-03-08 03:09:00+00:00,-73.983405000,40.766057000,0.799451897,3.284747027,10.500000000,2,-73.971525000,40.797762000
158542,2014-04-25 08:00:33+00:00,-73.943233000,40.789417000,4.158737552,5.917956027,10.500000000,1,-73.970737000,40.795088000
43094,2014-01-30 20:45:00+00:00,-73.966762000,40.764185000,2.206571774,3.093349713,7.000000000,2,-73.956827000,40.780875000
70431,2014-05-15 10:13:00+00:00,-73.973260000,40.744092000,1.684219527,0.856439549,15.500000000,2,-73.965395000,40.769222000
159514,2014-09-09 09:13:49+00:00,-73.985908000,40.748942000,0.610154033,1.382410510,9.000000000,2,-73.983383000,40.734508000
48507,2014-03-22 19:17:08+00:00,-73.969045000,40.790840000,1.979103635,6.049997773,4.000000000,1,-73.974271000,40.788299000
33705,2014-01-29 17:51:40+00:00,-73.990074000,40.739281000,0.270791947,0.305915258,3.500000000,1,-73.988868000,40.737048000
74758,2014-04-06 12:07:00+00:00,-73.974815000,40.790835000,1.492301868,6.043735608,8.500000000,1,-73.963282000,40.774592000
33630,2014-03-28 13:15:04+00:00,-73.986771000,40.736714000,0.552966491,0.024173906,9.000000000,1,-73.967078000,40.752377000
46581,2014-02-10 09:26:00+00:00,-73.985270000,40.759230000,0.650809939,2.525076611,18.000000000,1,-74.002307000,40.718847000
145238,2014-07-22 21:11:00+00:00,-73.991658000,40.755320000,0.116593977,2.084822065,6.000000000,1,-73.985480000,40.768029000
72578,2014-04-15 16:03:00+00:00,-73.989080000,40.762962000,0.324439487,2.935644472,7.000000000,6,-73.995477000,40.754335000
125735,2014-09-15 18:53:00+00:00,-74.002042000,40.719657000,-0.714954611,-1.884038750,5.500000000,2,-73.996482000,40.729557000
30617,2014-02-07 22:09:45+00:00,-73.951275000,40.785804000,3.485024165,5.508738305,9.500000000,1,-73.958055000,40.761201000
19572,2014-03-08 00:45:00+00:00,-73.981517000,40.674992000,1.076038390,-6.822233542,13.000000000,1,-73.970697000,40.638785000
178974,2014-07-29 10:01:00+00:00,-73.990298000,40.757067000,0.229165301,2.280071927,10.000000000,1,-74.009490000,40.738125000
105155,2014-04-08 19:51:00+00:00,-73.947367000,40.775760000,3.828143898,4.397723868,35.830000000,1,-73.976358000,40.760465000
47125,2014-02-17 20:46:58+00:00,-73.999820000,40.734085000,-0.545530535,-0.280298204,5.000000000,1,-74.004634000,40.722754000
7469,2014-07-19 14:06:00+00:00,-73.982432000,40.775215000,0.869781602,4.302307253,5.500000000,1,-73.982665000,40.764005000
74987,2014-01-05 19:33:00+00:00,-73.959537000,40.809497000,2.756705088,8.130554662,19.000000000,2,-73.960317000,40.761867000
143311,2014-02-24 20:54:43+00:00,-73.954612000,40.765555000,3.230251774,3.257577637,6.500000000,1,-73.952778000,40.780794000
140799,2014-05-20 18:43:00+00:00,-73.981975000,40.728282000,0.968781069,-0.907151802,7.000000000,2,-73.995215000,40.736127000
52314,2014-03-11 02:34:15+00:00,-73.932479000,40.759156000,5.106940796,2.569732289,6.000000000,1,-73.945419000,40.751000000
124793,2014-01-10 13:07:55+00:00,-73.964051000,40.768015000,2.430367192,3.521207230,18.000000000,1,-73.986783000,40.714396000
93912,2014-04-21 18:02:00+00:00,-73.971035000,40.758627000,1.853154642,2.472131403,10.000000000,1,-73.991110000,40.740590000
165603,2014-09-30 14:20:21+00:00,-73.975525000,40.732972000,1.507395766,-0.380193871,10.000000000,3,-73.958578000,40.759802000
147845,2014-08-04 20:38:00+00:00,-73.975357000,40.789520000,1.448279580,5.897225547,5.500000000,5,-73.970292000,40.799830000
183265,2014-03-06 12:25:00+00:00,-73.980757000,40.736960000,1.060455359,0.057359943,57.330000000,2,-73.805730000,40.651180000
170395,2014-01-16 17:02:00+00:00,-73.995950000,40.738622000,-0.224505630,0.227070425,14.500000000,3,-73.971642000,40.782102000
180393,2014-06-06 01:31:27+00:00,-73.951397000,40.778612000,3.484275422,4.710245341,10.000000000,1,-73.975660000,40.740976000
42708,2014-06-07 04:14:36+00:00,-73.981830000,40.743168000,0.961861418,0.745440690,16.500000000,1,-73.944217000,40.711635000
6212,2014-01-09 07:58:00+00:00,-73.983757000,40.764855000,0.771288528,3.150971759,4.500000000,1,-73.976030000,40.763590000
69942,2014-02-17 08:18:08+00:00,-73.991059000,40.750236000,0.173645986,1.521042157,6.000000000,1,-73.979740000,40.753114000
173434,2014-01-22 17:55:00+00:00,-74.014197000,40.717702000,-1.739114971,-2.112651414,6.000000000,1,-74.006187000,40.718137000
45940,2014-06-21 01:44:00+00:00,-73.987162000,40.729547000,0.529129667,-0.771793839,6.000000000,1,-73.999597000,40.730177000
188208,2014-09-27 15:46:00+00:00,-73.983625000,40.726052000,0.832307318,-1.156311309,13.000000000,1,-74.006482000,40.738157000
99076,2014-08-09 04:10:00+00:00,-74.006003000,40.741252000,-1.076634665,0.509358977,7.500000000,6,-73.993818000,40.761907000
155601,2014-07-30 15:35:00+00:00,-73.970783000,40.759910000,1.872755373,2.614803508,6.500000000,1,-73.973563000,40.764777000
162336,2014-09-04 21:53:00+00:00,-73.999270000,40.749330000,-0.518381108,1.412533400,8.500000000,5,-74.007600000,40.725810000
181848,2014-04-05 02:40:00+00:00,-73.914927000,40.763912000,6.581961300,3.115858009,5.500000000,2,-73.931185000,40.770332000
134724,2014-09-21 02:02:00+00:00,-73.965448000,40.769310000,2.310768318,3.663570965,12.500000000,1,-73.975525000,40.732932000
29702,2014-02-07 20:23:00+00:00,-73.983397000,40.781237000,0.780598958,4.969852061,5.500000000,6,-73.974422000,40.792397000
195079,2014-08-07 13:54:00+00:00,-73.948277000,40.782697000,3.742117331,5.166865300,6.500000000,1,-73.959838000,40.778660000
10685,2014-08-09 01:54:14+00:00,-73.980579000,40.730472000,1.083847879,-0.662678891,9.000000000,1,-73.995515000,40.749483000
96056,2014-06-10 21:15:00+00:00,-73.992980000,40.743230000,0.020397761,0.741463399,10.000000000,1,-73.982730000,40.723030000
161668,2014-08-20 12:55:00+00:00,-73.994682000,40.721420000,-0.095578135,-1.681244062,13.000000000,5,-73.974022000,40.757252000
82877,2014-05-08 08:21:34+00:00,-73.991291000,40.749175000,0.155414157,1.403038356,7.500000000,2,-73.977838000,40.738995000
139877,2014-06-13 13:17:00+00:00,-73.783315000,40.648632000,17.867722559,-9.535386065,9.000000000,1,-73.796205000,40.668030000
68079,2014-04-04 17:40:00+00:00,-73.957932000,40.778895000,2.932450156,4.735088641,5.500000000,3,-73.956190000,40.784477000
98971,2014-05-11 15:22:36+00:00,-73.819297000,40.708077000,14.736818246,-2.978049986,57.330000000,2,-73.983819000,40.769540000
165006,2014-03-16 16:52:00+00:00,-73.989087000,40.758372000,0.329718800,2.426113471,62.000000000,3,-73.977942000,40.666050000
5003,2014-02-16 23:08:44+00:00,-73.874475000,40.774036000,9.981823290,4.282716925,28.500000000,1,-73.979077000,40.731092000
46760,2014-06-20 14:08:51+00:00,-73.873001000,40.774058000,10.106183551,4.286756197,37.830000000,1,-73.978196000,40.766021000
115452,2014-04-03 08:28:00+00:00,-73.970345000,40.789210000,1.871548654,5.867765948,5.000000000,1,-73.970137000,40.794170000
111012,2014-08-27 17:49:42+00:00,-73.955957000,40.776332000,3.102495054,4.452557132,6.000000000,3,-73.969527000,40.785158000
44209,2014-04-26 09:31:27+00:00,-73.982921000,40.781978000,0.819810443,5.052574540,11.000000000,1,-73.968292000,40.759665000
180840,2014-02-17 11:46:00+00:00,-73.993475000,40.692147000,0.043594590,-4.929567287,13.000000000,2,-74.000530000,40.721032000
2625,2014-09-24 19:07:00+00:00,-74.001630000,40.751167000,-0.719935002,1.614184593,11.500000000,5,-73.975123000,40.787575000
20262,2014-08-31 09:05:00+00:00,-73.937773000,40.758277000,4.661260190,2.466733618,28.500000000,6,-73.815600000,40.724700000
126670,2014-06-30 13:21:13+00:00,-73.957596000,40.769868000,2.972710855,3.733357506,28.500000000,1,-73.870972000,40.773966000
120149,2014-03-16 19:41:41+00:00,-73.994581000,40.750158000,-0.123582621,1.508971504,6.500000000,2,-74.005777000,40.738134000
144415,2014-05-05 11:28:36+00:00,-73.983563000,40.761668000,0.791760799,2.797380443,8.000000000,1,-73.980643000,40.753180000
166515,2014-08-05 14:23:43+00:00,-74.009973000,40.734598000,-1.403497525,-0.233069050,8.000000000,1,-73.995031000,40.750146000
8881,2014-05-22 07:11:07+00:00,-73.975250000,40.755737000,1.501114450,2.147156408,4.000000000,1,-73.971341000,40.760311000
101054,2014-08-12 22:07:00+00:00,-74.007867000,40.730942000,-1.221080990,-0.636902538,18.000000000,2,-73.983999000,40.765600000
151924,2014-04-21 15:39:00+00:00,-73.991808000,40.750217000,0.110439512,1.518206394,8.000000000,1,-73.980028000,40.735375000
195157,2014-08-27 10:47:02+00:00,-73.993130000,40.727758000,0.027431228,-0.976181537,6.500000000,1,-73.993873000,40.735033000
161501,2014-07-06 00:59:00+00:00,-74.007122000,40.716440000,-1.139967971,-2.246010050,8.500000000,1,-73.985988000,40.732887000
49149,2014-02-24 07:28:00+00:00,-73.991642000,40.749957000,0.124784864,1.489505507,10.000000000,1,-73.975487000,40.750000000
